gene_id	AgedFemale-Brain-NoStim-13_S10_counts	AgedFemale-Brain-NoStim-14_S1_counts	AgedFemale-Brain-NoStim-15_S6_counts	AgedFemale-Brain-NoStim-16_S12_counts	AgedFemale-Brain-NoStim-17_S8_counts	AgedFemale-Brain-PlusStim-23_S11_counts	AgedFemale-Brain-PlusStim-24_S9_counts	AgedFemale-Brain-PlusStim-25_S5_counts	AgedFemale-Brain-PlusStim-26_S1_counts	AgedFemale-Brain-PlusStim-27_S8_counts	AgedMale-Brain-NoStim-10_S9_counts	AgedMale-Brain-NoStim-11_S10_counts	AgedMale-Brain-NoStim-12_S11_counts	AgedMale-Brain-NoStim-7_S6_counts	AgedMale-Brain-NoStim-8_S7_counts	AgedMale-Brain-NoStim-9_S8_counts	AgedMale-Brain-PlusStim-19_S4_counts	AgedMale-Brain-PlusStim-20_S3_counts	AgedMale-Brain-PlusStim-21_S7_counts	AgedMale-Brain-PlusStim-22_S2_counts	AgedMaleSpleenNoStim30_S10_counts	AgedMaleSpleenNoStim31_S7_counts	AgedMaleSpleenNoStim32_S12_counts	AgedMaleSpleenNoStim33_S3_counts	AgedMaleSpleenNoStim34_S4_counts	AgedMaleSpleenPlusStim36_S2_counts	AgedMaleSpleenPlusStim37_S6_counts	AgedMaleSpleenPlusStim38_S5_counts	AgedMaleSpleenPlusStim39_S9_counts	AgedMaleSpleenPlusStim40_S11_counts	YoungMale-Brain-NoStim-2_S1_counts	YoungMale-Brain-NoStim-3_S2_counts	YoungMale-Brain-NoStim-4_S3_counts	YoungMale-Brain-NoStim-5_S4_counts	YoungMale-Brain-NoStim-6_S5_counts
ENSMUSG00000030562	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	65	0	0	5	0	3	4	0	3	3	1	2	0	0	0	0	0	0	0	1
ENSMUSG00000030577	22	331	1	0	1	0	9	7	1	0	9	276	191	587	0	0	0	1	5	0	199	267	267	192	278	169	241	160	115	142	0	1	69	23	1
ENSMUSG00000030579	3	0	0	0	0	0	0	0	0	0	3	1	140	6	697	2	125	0	0	0	23	35	44	100	42	35	21	0	0	0	342	1063	282	6	0
ENSMUSG00000030583	17	70	20	105	441	0	221	122	51	1	573	1	467	526	118	355	0	0	90	0	226	216	219	329	259	147	108	99	85	53	113	65	62	592	217
ENSMUSG00000030584	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030587	0	0	0	0	0	0	3	1	1	7	0	0	0	0	0	0	0	0	9	0	10	2	2	19	15	3	5	1	0	0	0	0	0	0	0
ENSMUSG00000030588	45	0	0	0	12	0	0	0	0	0	0	1	1	114	0	0	0	6	0	0	32	28	42	37	29	11	17	15	13	14	1	0	0	261	93
ENSMUSG00000030589	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	13	30	2	7	0	1	0	0	0	135	0	0
ENSMUSG00000030590	37	12	40	0	14	0	16	0	45	213	242	4	25	4	0	0	0	0	0	0	35	26	50	53	21	33	36	30	14	57	325	492	0	2	1
ENSMUSG00000030591	743	275	383	547	87	0	293	0	0	7	246	1447	1104	1905	6	10	0	304	0	0	431	324	514	685	404	265	409	314	248	358	50	1006	613	1056	114
ENSMUSG00000030592	32	21	0	0	0	0	11	0	39	0	2	1	2	4	1	3	0	0	0	0	109	34	40	63	79	17	21	66	26	9	675	0	373	395	25
ENSMUSG00000030595	158	252	0	31	87	10	13	33	54	0	724	306	124	42	233	110	28	0	0	12	127	145	143	171	76	479	332	200	212	553	687	196	83	40	1544
ENSMUSG00000030598	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	2	1	6	1	0	0	0	5	0	0	0	0	0
ENSMUSG00000030600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	9	0	4	0	0	0	3	0	0	0	0	0
ENSMUSG00000030602	7	44	0	16	36	0	0	0	0	79	0	92	34	13	1	614	0	0	0	0	23	44	27	14	15	19	5	5	5	2	0	2	1	0	1
ENSMUSG00000030603	518	429	1210	305	119	28	17	21	4	11	10	1938	748	1353	378	620	0	0	99	0	571	406	474	809	549	178	165	302	251	283	311	305	94	874	2128
ENSMUSG00000030604	48	0	145	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	16	33	16	78	0	3	2	0	0	0	278	26	0
ENSMUSG00000030605	25	21	0	60	103	0	0	0	3	0	1	0	109	125	1	94	0	0	0	0	32	30	18	71	41	46	12	27	8	23	115	0	0	1	31
ENSMUSG00000030606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030607	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030609	58	135	0	49	129	93	2	0	0	0	25	89	33	513	126	251	0	28	1	0	79	77	130	132	90	57	63	42	19	60	2	42	258	197	18
ENSMUSG00000030610	36	0	0	0	0	0	437	0	0	0	360	3	2	0	1	256	0	0	0	0	118	77	57	284	83	47	28	55	33	44	2	0	1	0	180
ENSMUSG00000030611	86	281	0	0	0	0	0	551	0	0	1	134	1	2	0	8	0	0	0	0	80	69	92	129	96	28	31	44	25	17	168	164	0	2	77
ENSMUSG00000030612	110	0	0	0	299	0	0	47	0	1	98	94	2	561	0	93	0	0	0	0	99	120	93	173	109	23	38	35	8	50	2	2	410	122	427
ENSMUSG00000030613	106	132	0	312	0	0	0	0	0	0	34	1	478	0	1	1	0	0	0	0	46	87	105	216	8	9	24	24	15	0	6	0	1	0	13
ENSMUSG00000030614	121	138	10	27	73	0	0	0	27	0	14	8	13	0	0	0	0	0	1	0	125	94	141	238	88	35	51	21	31	22	0	0	0	6	0
ENSMUSG00000030615	38	39	0	0	0	0	0	0	0	0	195	1	0	0	0	12	0	0	0	0	44	24	29	94	45	9	12	33	15	19	0	0	0	0	0
ENSMUSG00000030616	1137	2059	1384	4154	562	1	0	174	77	2	371	1074	4598	971	3179	1168	389	0	0	0	1507	898	903	2830	775	548	570	1044	808	487	1890	1248	1153	573	1322
ENSMUSG00000030617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030619	656	1022	863	785	400	0	0	265	5	0	383	401	727	259	2069	118	287	0	0	0	334	566	515	846	575	565	537	370	385	566	380	97	1210	1579	376
ENSMUSG00000030621	4	15	0	2	0	0	4	0	31	0	67	0	0	17	1	41	1	0	0	0	12	10	16	21	2	2	7	2	0	5	0	0	11	3	31
ENSMUSG00000030623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030629	556	1089	62	337	74	2310	93	0	0	0	24	870	1897	3351	1126	9	0	0	0	0	682	594	698	819	685	459	425	493	395	258	4	5	239	245	829
ENSMUSG00000030630	75	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	8	9	5	8	3	15	22	29	12	0	0	0	0	0
ENSMUSG00000030636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	21	0	9	6	0	0	0	27	0	0	0	0	0
ENSMUSG00000030641	8	0	0	0	0	0	0	0	0	0	0	810	0	2	531	2	0	0	0	0	12	28	0	6	1	72	50	1	15	471	0	2	2	0	1
ENSMUSG00000030643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	21	0	14	3	0	13	0	0	0	0	0
ENSMUSG00000030647	363	1079	0	0	0	0	0	0	0	0	2121	184	613	502	362	4	0	0	0	0	92	164	75	163	170	74	38	98	35	35	4	2	837	136	1
ENSMUSG00000030649	406	0	0	369	2	0	0	0	0	34	98	473	307	746	0	2	0	0	0	0	205	199	200	311	177	248	94	53	95	101	2	0	0	154	57
ENSMUSG00000030650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	4	0	0	0	0	0
ENSMUSG00000030651	246	1086	0	2011	504	0	0	0	0	0	788	3	1246	1098	2	282	0	0	0	0	478	499	749	1694	708	289	148	436	332	40	5	142	0	784	5
ENSMUSG00000030652	79	0	0	0	0	0	0	0	58	0	84	3	1	21	0	0	0	0	0	0	5	34	10	54	11	50	17	7	0	0	0	0	1	109	0
ENSMUSG00000030653	318	44	120	382	52	0	12	0	100	0	130	75	9	1186	10	155	72	0	305	25	1240	1607	1661	2280	1426	786	774	682	603	402	13	7798	10	2419	1915
ENSMUSG00000030654	466	901	230	1208	453	566	127	0	320	1	366	2781	2613	3857	227	336	0	0	0	0	316	401	487	1251	583	444	219	357	208	250	67	51	893	1553	611
ENSMUSG00000030655	2344	8437	2751	6791	4455	700	137	1019	296	38	12039	9513	11696	9424	6210	10878	1711	310	101	50	4081	3838	3477	5278	4082	3526	4040	2382	1958	4417	5955	3300	2978	3996	4004
ENSMUSG00000030657	39	160	0	15	337	1	263	83	22	38	1	52	13	77	0	4	0	0	0	0	92	115	85	119	147	63	116	46	33	126	9	348	0	315	18
ENSMUSG00000030659	261	0	0	0	0	0	2	0	0	0	43	0	3	0	1	4	0	0	0	0	195	195	127	75	235	426	24	34	82	79	3	688	1	522	1
ENSMUSG00000030660	785	1065	343	1260	68	0	17	10	0	0	342	446	901	1127	69	1082	1	58	0	0	707	425	466	532	647	606	498	510	373	763	1522	5112	314	2263	631
ENSMUSG00000030662	1306	4857	77	455	726	0	16	0	2	2	5747	1702	1735	11971	20	2941	0	0	0	0	1446	1247	1336	2163	1365	1174	968	638	645	646	1252	3080	1989	2306	651
ENSMUSG00000030663	1691	2597	802	2001	3026	1704	0	0	46	1	2054	5625	14176	1524	173	1710	0	0	2978	0	1078	1162	1426	2226	1593	929	646	1134	533	704	1493	3441	901	1234	2142
ENSMUSG00000030664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030669	32	5	0	0	18	0	0	0	0	0	25	0	68	1	0	96	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
ENSMUSG00000030670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	24	2	1	0	20	0	0	10	0	0	0	0	0	0
ENSMUSG00000030671	3100	6022	2368	8609	2865	157	1352	23	422	247	5535	4615	7733	9612	2810	2019	186	32	3	0	1749	1522	1740	2084	1722	949	697	696	569	773	5244	885	2700	7880	3706
ENSMUSG00000030672	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	15	14	1	63	19	0	13	18	21	0	0	1	1	0	0
ENSMUSG00000030674	0	29	0	0	28	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	25	23	20	10	8	4	3	27	6	5	1	0	617	1	2
ENSMUSG00000030677	221	301	30	84	0	0	0	0	0	0	0	226	0	0	203	0	0	0	0	0	38	23	23	166	43	53	17	22	8	0	1	1	1	67	2
ENSMUSG00000030678	140	137	48	213	139	179	60	98	67	0	72	419	700	258	358	243	0	44	3	8	185	230	237	422	215	108	118	133	116	63	373	84	157	86	64
ENSMUSG00000030680	87	294	0	79	12	94	284	63	0	0	344	3	111	41	0	52	0	55	0	0	110	175	149	250	114	84	42	74	32	20	198	53	712	1	33
ENSMUSG00000030681	411	90	0	342	144	0	62	19	60	1	223	574	30	116	51	1038	0	0	0	0	195	215	296	277	193	179	99	131	84	135	493	2	10	622	28
ENSMUSG00000030682	166	122	275	14	110	0	0	0	0	0	95	356	486	413	3	88	0	0	11	0	152	204	175	311	195	55	45	149	74	60	304	4	691	180	59
ENSMUSG00000030683	0	0	0	0	0	0	33	6	0	7	0	0	0	0	0	0	0	10	0	1	5	3	8	0	0	0	15	2	2	12	0	0	0	0	0
ENSMUSG00000030685	41	0	0	0	41	0	0	0	0	0	0	183	1	223	11	28	0	0	0	0	23	20	52	111	16	21	49	34	38	55	1	1	0	210	0
ENSMUSG00000030688	103	21	0	0	40	0	0	0	0	11	3	244	8	10	0	0	193	0	0	5	235	126	124	182	84	42	50	113	40	108	0	1	8	88	30
ENSMUSG00000030689	167	66	0	111	484	0	27	49	0	0	238	784	135	172	9	109	0	0	0	0	140	193	177	515	152	62	76	78	79	43	129	421	353	193	39
ENSMUSG00000030691	810	1164	772	716	1813	0	35	18	0	13	1045	1675	553	559	6	1926	2618	0	0	0	696	728	795	1612	786	667	416	566	469	293	832	30	871	831	118
ENSMUSG00000030693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000030695	6074	4365	1130	2796	3907	17	114	1142	813	3	7662	8162	4283	8797	2574	7575	516	0	0	0	2772	3726	3576	6504	3662	2992	2912	2975	1938	2645	3881	4853	4410	4627	8052
ENSMUSG00000030697	636	381	122	81	185	0	68	260	13	0	301	1598	233	661	107	955	0	207	38	0	405	493	491	899	470	328	201	248	201	215	972	35	313	855	348
ENSMUSG00000030699	7	30	0	145	0	0	0	0	1	0	1	1	0	485	0	2	0	0	0	0	7	19	1	2	10	4	3	1	2	0	0	0	0	0	0
ENSMUSG00000030701	1	0	0	0	62	0	0	0	0	0	476	0	2	0	1	12	0	0	0	0	1	4	12	10	3	13	0	6	0	0	0	0	0	20	32
ENSMUSG00000030703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030704	1128	4863	23	786	450	0	24	0	30	0	2562	1648	2252	19	1286	1091	0	0	0	0	857	918	1177	1530	774	984	608	634	416	593	614	10	145	791	763
ENSMUSG00000030706	294	1369	0	223	0	0	8	45	0	0	60	19	1439	108	2	1507	1	0	2	0	268	234	187	551	459	295	181	204	188	180	7	5	64	486	414
ENSMUSG00000030707	4436	4848	2545	2876	3132	960	367	999	75	5	6182	8127	9267	10030	4639	7499	1954	343	23	19	4561	4701	4859	7905	4658	2303	1774	2082	1486	1228	7632	9803	6286	6883	7689
ENSMUSG00000030708	69	0	0	32	0	0	0	0	12	0	465	51	3	4	0	0	0	0	0	0	28	41	17	57	49	4	2	7	22	46	2	1	0	1	165
ENSMUSG00000030711	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	26	24	25	22	0	1	6	0	10	0	0	0	0	0
ENSMUSG00000030713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030714	91	35	1	0	249	0	49	0	0	0	102	696	99	103	3	59	0	0	0	0	136	141	204	157	191	119	87	52	56	80	4	1370	569	3	4
ENSMUSG00000030717	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000030718	456	2990	1347	0	164	1	0	153	588	0	2014	944	283	1096	135	124	1	59	0	0	318	391	470	659	403	586	335	402	189	228	924	4	126	9	1827
ENSMUSG00000030720	57	248	0	168	31	0	5	0	29	0	2	43	22	112	32	188	13	0	0	0	119	64	65	125	106	12	27	51	22	37	4	970	2	2	161
ENSMUSG00000030722	53	379	507	138	0	0	0	890	1	0	289	41	74	6	0	243	0	0	0	0	146	67	85	224	98	59	113	43	64	83	3	0	209	39	245
ENSMUSG00000030724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	6	21	12	56	53	54	64	77	0	0	0	0	0
ENSMUSG00000030725	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030726	1194	735	0	3391	2102	892	0	0	178	1	9	573	4521	47	303	4	0	0	0	0	257	275	340	503	427	214	147	195	158	249	205	730	1	577	4
ENSMUSG00000030727	194	378	0	46	303	0	0	39	11	0	579	596	1	669	28	236	0	0	0	0	156	142	161	230	101	95	86	56	87	85	42	0	677	3	43
ENSMUSG00000030729	202	1101	2	636	153	0	0	0	1	0	367	10	699	270	157	40	0	0	13	0	151	242	296	316	177	145	243	142	119	151	204	1	218	12	2
ENSMUSG00000030730	0	0	0	0	112	0	0	0	8	0	0	2	0	0	0	47	0	0	0	0	1	0	7	0	0	0	0	0	1	0	0	0	73	0	0
ENSMUSG00000030731	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
ENSMUSG00000030732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030733	313	369	1046	715	1088	32	128	956	183	61	385	666	1372	1040	65	465	167	0	0	17	292	325	241	723	292	216	289	214	205	216	754	209	436	642	712
ENSMUSG00000030735	0	399	0	635	0	0	0	0	0	0	0	0	0	0	105	0	0	178	0	0	0	0	0	0	3	0	0	0	9	0	0	0	1262	1165	0
ENSMUSG00000030737	3	0	0	14	0	0	0	0	0	0	268	0	36	2	0	118	0	0	0	0	17	9	5	21	13	0	0	0	3	0	0	32	57	1	0
ENSMUSG00000030738	4302	4501	3040	2478	3889	400	802	4422	1052	18	7030	9546	3718	6113	3304	6798	587	9	382	0	4253	4409	5229	7559	5295	5059	3096	3618	2300	3441	1353	7307	3967	4566	7330
ENSMUSG00000030739	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	36	0	0
ENSMUSG00000030741	0	35	0	0	41	0	56	0	0	0	1	1013	92	3	1	0	0	0	4	0	45	15	17	74	57	9	21	15	4	9	0	1	2	2	341
ENSMUSG00000030742	1313	1425	19	1081	1755	53	152	87	78	114	2242	2856	1736	1539	751	2153	575	153	223	179	882	1032	1071	2418	1119	958	909	1216	908	532	1469	501	1304	969	1973
ENSMUSG00000030744	8601	13478	8696	9296	14546	4730	2842	3316	2006	358	21782	24399	18828	26524	13747	15151	4104	1577	709	461	8238	9822	10433	14337	10285	11884	10338	8883	6391	11567	27283	10714	13168	16040	16531
ENSMUSG00000030745	1029	2389	285	1486	3772	880	610	365	279	181	3824	4068	2022	2112	794	3218	343	822	19	13	566	561	594	861	515	1274	1307	610	563	1982	2768	188	180	1933	1716
ENSMUSG00000030747	5	0	0	0	0	0	0	0	0	0	0	0	0	152	0	1	0	0	0	0	0	0	3	0	0	13	3	0	5	9	0	0	56	0	0
ENSMUSG00000030748	1076	1629	2137	1297	2133	61	70	411	187	88	4394	3526	1323	9448	3498	3828	1103	132	241	132	545	631	565	560	559	2190	2392	940	890	3180	3465	2515	2270	2351	1293
ENSMUSG00000030750	183	894	0	0	105	0	0	0	0	0	316	325	2	178	0	2	0	0	0	0	128	220	154	191	191	180	135	65	111	28	52	0	108	224	1
ENSMUSG00000030751	967	0	706	1	1309	0	0	0	0	0	356	3653	717	1662	3176	28	0	0	0	0	513	564	759	1020	733	343	247	295	259	261	335	2151	1665	541	466
ENSMUSG00000030752	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	14	23	15	22	14	1	5	1	8	11	3	0	0	0	0
ENSMUSG00000030753	1047	1330	447	1136	635	1	21	0	0	0	1089	403	886	987	616	1258	0	11	0	0	666	730	602	834	938	609	756	263	316	785	275	573	1265	831	115
ENSMUSG00000030754	1245	662	1316	1470	995	0	0	0	120	1	1460	1279	2832	2573	129	1964	0	0	0	0	968	1158	923	2168	1030	750	621	868	682	489	1048	863	584	1768	1013
ENSMUSG00000030757	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ENSMUSG00000030759	730	1149	81	1172	1063	0	195	0	6	0	4045	39	1023	209	1505	2675	0	0	150	0	573	624	676	1304	874	539	376	473	432	252	9	937	22	668	1345
ENSMUSG00000030760	100	6	0	0	0	0	0	0	0	0	0	132	1	0	0	0	0	0	0	0	44	19	53	51	22	19	13	11	0	20	0	0	10	0	0
ENSMUSG00000030761	77	417	225	100	18	0	2	165	48	0	220	10	56	365	1	1	89	0	0	3	67	117	37	194	42	34	59	42	36	20	2	1	202	3	1
ENSMUSG00000030762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030763	224	279	0	1287	0	0	0	0	0	0	378	144	1	11	0	0	0	0	9	0	175	144	60	219	172	67	37	123	78	113	3	1	0	455	248
ENSMUSG00000030766	490	703	115	111	1113	12	24	280	7	0	1421	1254	90	975	957	381	0	40	142	0	415	353	500	667	460	747	452	323	263	607	1191	1037	181	844	6
ENSMUSG00000030768	6	5	16	14	56	0	0	49	0	0	2	0	66	102	0	0	0	0	0	0	27	23	25	50	27	23	6	9	2	12	0	0	14	57	33
ENSMUSG00000030769	0	0	0	0	0	0	0	0	0	0	2	1	1090	0	1	2	0	0	0	0	3	0	0	17	1	0	0	0	12	4	1	1	0	0	1
ENSMUSG00000030770	0	40	0	14	0	0	3	0	0	31	0	0	0	0	0	1	0	0	36	0	16	6	6	26	11	14	12	11	11	23	21	0	14	0	0
ENSMUSG00000030771	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ENSMUSG00000030772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	5	0	0	0	0	0	1	2	0	0	0	0	16
ENSMUSG00000030774	13	11	0	0	0	0	0	25	0	0	1	0	2	1012	127	1	0	0	0	0	38	79	58	10	21	41	42	10	3	98	604	3	2	1	2
ENSMUSG00000030775	0	302	0	1417	0	0	0	0	0	0	2	67	69	2	1	1	0	0	0	0	285	91	115	68	177	30	36	11	12	32	561	1	233	352	164
ENSMUSG00000030779	689	995	3954	3366	2684	0	171	1137	480	23	741	5473	1960	2570	1768	606	274	145	461	0	1659	1756	1833	2880	2490	1539	1341	1104	875	2092	7230	4615	1802	735	2310
ENSMUSG00000030780	52	786	7	391	15	0	0	0	0	0	1	0	155	0	0	0	0	0	0	0	122	96	67	114	94	84	8	43	31	61	104	57	0	24	104
ENSMUSG00000030781	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	13	0	0
ENSMUSG00000030782	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	29	29	0	1	1	3	0	0	0	0	0	0
ENSMUSG00000030785	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	48	4	1	11	12	9	0	0	0	0	31	0
ENSMUSG00000030786	371	96	3	0	38	11	0	0	17	0	92	74	380	728	98	791	9	0	0	0	55	30	69	75	26	64	20	14	9	38	87	28	50	353	75
ENSMUSG00000030787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030788	112	204	0	168	3	0	0	0	0	0	8	0	1	48	1	576	0	0	0	0	77	71	93	219	67	44	15	33	40	17	0	0	0	559	20
ENSMUSG00000030789	1346	127	0	0	40	0	6	0	0	0	330	725	9	9	4	11	0	0	6	0	393	600	392	475	407	326	258	315	155	318	3188	201	101	1649	436
ENSMUSG00000030790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	14	2	2	90	0	0	0	0	0
ENSMUSG00000030792	20	63	71	0	0	0	0	0	27	0	7	1	267	328	55	163	0	0	0	0	19	10	13	10	21	0	3	0	9	0	0	3	0	129	51
ENSMUSG00000030793	335	178	0	365	96	3	0	0	0	0	3	233	787	6	2	3	0	0	0	0	176	175	187	509	141	142	81	140	96	79	2	1156	4	289	582
ENSMUSG00000030795	1656	2611	497	2046	4095	352	114	298	224	16	3866	3330	3891	8634	2555	4103	62	73	0	78	1337	1370	1136	2633	1432	1321	1560	1418	1023	1645	1214	611	1224	3432	5548
ENSMUSG00000030796	0	0	0	0	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8	3	17	12	16	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000030798	403	940	1708	1529	1767	0	8	795	220	68	720	1477	1373	1315	792	1946	108	0	33	1	708	657	752	1032	682	615	495	550	322	352	801	2564	799	968	2130
ENSMUSG00000030800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030801	215	683	94	232	372	1	0	0	0	0	108	60	3	948	2	588	0	0	0	0	145	127	109	139	218	175	78	126	75	113	3	193	23	586	36
ENSMUSG00000030802	46	14	472	85	109	26	0	0	0	0	172	747	2	286	2	0	0	0	0	0	106	93	182	171	61	12	39	39	16	1	2	78	1	156	0
ENSMUSG00000030804	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000030805	172	805	1781	193	141	19	25	100	0	0	3052	475	731	86	213	1218	0	73	1557	1	448	370	354	1025	543	292	159	329	183	90	554	1759	844	529	754
ENSMUSG00000030806	3	39	0	139	52	0	0	0	2	0	7	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000030811	0	255	0	0	12	525	0	0	72	0	123	0	0	147	0	0	0	0	0	0	36	26	10	35	17	9	26	15	4	10	0	0	0	55	0
ENSMUSG00000030814	6	0	0	20	13	157	2	0	13	0	2	349	188	228	5	302	0	0	0	0	34	25	49	34	35	48	5	30	19	19	16	5	0	482	1
ENSMUSG00000030815	128	0	0	63	270	13	26	0	115	0	204	317	238	226	2	3	0	0	0	0	102	95	148	112	165	48	102	87	57	32	1038	47	23	802	2
ENSMUSG00000030816	407	1292	300	1586	1124	120	302	673	360	0	690	1044	368	2531	2629	1169	4	44	443	388	522	535	546	1224	603	577	481	448	323	414	3733	271	424	161	27
ENSMUSG00000030822	429	118	16	22	509	915	44	242	80	0	8	2050	226	852	68	860	0	0	3	0	328	435	391	780	438	287	385	419	242	272	797	1632	1699	350	242
ENSMUSG00000030823	312	1331	0	7	13	0	0	8	931	0	56	211	2	20	1	255	1011	4	0	0	280	270	295	366	318	58	114	58	90	358	1	0	1145	34	352
ENSMUSG00000030824	1554	2099	594	1253	3584	578	412	12	268	0	5626	2641	3286	7339	3643	2984	702	166	138	30	1337	1373	1279	3029	1450	1280	710	1165	952	689	2169	4068	3019	3716	2323
ENSMUSG00000030825	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030826	188	84	0	0	0	0	0	0	0	0	5	717	1	3	435	0	0	0	0	0	27	88	55	89	58	14	40	17	25	34	394	2	23	122	1
ENSMUSG00000030827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
